"Status","RelativePath","EuroLength","EuruLength","EuroLastWriteUtc","EuruLastWriteUtc"
"SOURCE_ONLY","docxwork\node_modules\minimalistic-assert\index.js","252","","2026-04-10T07:52:48.6059837Z",""
"SOURCE_ONLY","docxwork\node_modules\minimalistic-assert\LICENSE","727","","2026-04-10T07:52:48.6125237Z",""
"SOURCE_ONLY","docxwork\node_modules\minimalistic-assert\package.json","510","","2026-04-10T07:52:48.5992213Z",""
"SOURCE_ONLY","docxwork\node_modules\minimalistic-assert\readme.md","58","","2026-04-10T07:52:48.6177097Z",""
"SOURCE_ONLY","docxwork\node_modules\nanoid\bin\nanoid.js","1508","","2026-04-10T07:52:48.6332283Z",""
"SOURCE_ONLY","docxwork\node_modules\nanoid\index.browser.js","973","","2026-04-10T07:52:48.6097561Z",""
"SOURCE_ONLY","docxwork\node_modules\nanoid\index.d.ts","2771","","2026-04-10T07:52:48.6436018Z",""
"SOURCE_ONLY","docxwork\node_modules\nanoid\index.js","1424","","2026-04-10T07:52:48.6151257Z",""
"SOURCE_ONLY","docxwork\node_modules\nanoid\LICENSE","1095","","2026-04-10T07:52:48.6029748Z",""
"SOURCE_ONLY","docxwork\node_modules\nanoid\nanoid.js","190","","2026-04-10T07:52:48.6352291Z",""
"SOURCE_ONLY","docxwork\node_modules\nanoid\non-secure\index.d.ts","1541","","2026-04-10T07:52:48.6479106Z",""
"SOURCE_ONLY","docxwork\node_modules\nanoid\non-secure\index.js","513","","2026-04-10T07:52:48.6233276Z",""
"SOURCE_ONLY","docxwork\node_modules\nanoid\package.json","999","","2026-04-10T07:52:48.6375043Z",""
"SOURCE_ONLY","docxwork\node_modules\nanoid\README.md","1651","","2026-04-10T07:52:48.6398401Z",""
"SOURCE_ONLY","docxwork\node_modules\nanoid\url-alphabet\index.js","94","","2026-04-10T07:52:48.6280836Z",""
"SOURCE_ONLY","docxwork\node_modules\pako\CHANGELOG.md","4138","","2026-04-10T07:52:48.7151062Z",""
"SOURCE_ONLY","docxwork\node_modules\pako\dist\pako_deflate.js","128125","","2026-04-10T07:52:48.6829297Z",""
"SOURCE_ONLY","docxwork\node_modules\pako\dist\pako_deflate.min.js","27503","","2026-04-10T07:52:48.6866024Z",""
"SOURCE_ONLY","docxwork\node_modules\pako\dist\pako_inflate.js","108583","","2026-04-10T07:52:48.6914322Z",""
"SOURCE_ONLY","docxwork\node_modules\pako\dist\pako_inflate.min.js","22682","","2026-04-10T07:52:48.6946457Z",""
"SOURCE_ONLY","docxwork\node_modules\pako\dist\pako.js","221496","","2026-04-10T07:52:48.7016280Z",""
"SOURCE_ONLY","docxwork\node_modules\pako\dist\pako.min.js","45988","","2026-04-10T07:52:48.7052739Z",""
"SOURCE_ONLY","docxwork\node_modules\pako\index.js","347","","2026-04-10T07:52:48.6573975Z",""
"SOURCE_ONLY","docxwork\node_modules\pako\lib\deflate.js","11074","","2026-04-10T07:52:48.6446132Z",""
"SOURCE_ONLY","docxwork\node_modules\pako\lib\inflate.js","12412","","2026-04-10T07:52:48.6642980Z",""
"SOURCE_ONLY","docxwork\node_modules\pako\lib\utils\common.js","2444","","2026-04-10T07:52:48.6295769Z",""
"SOURCE_ONLY","docxwork\node_modules\pako\lib\utils\strings.js","5293","","2026-04-10T07:52:48.7079928Z",""
"SOURCE_ONLY","docxwork\node_modules\pako\lib\zlib\adler32.js","1656","","2026-04-10T07:52:48.6233276Z",""
"SOURCE_ONLY","docxwork\node_modules\pako\lib\zlib\constants.js","2312","","2026-04-10T07:52:48.6363063Z",""
"SOURCE_ONLY","docxwork\node_modules\pako\lib\zlib\crc32.js","1750","","2026-04-10T07:52:48.6398401Z",""
"SOURCE_ONLY","docxwork\node_modules\pako\lib\zlib\deflate.js","61184","","2026-04-10T07:52:48.6518909Z",""
"SOURCE_ONLY","docxwork\node_modules\pako\lib\zlib\gzheader.js","2240","","2026-04-10T07:52:48.6563880Z",""
"SOURCE_ONLY","docxwork\node_modules\pako\lib\zlib\inffast.js","12668","","2026-04-10T07:52:48.6612888Z",""
"SOURCE_ONLY","docxwork\node_modules\pako\lib\zlib\inflate.js","50284","","2026-04-10T07:52:48.6693516Z",""
"SOURCE_ONLY","docxwork\node_modules\pako\lib\zlib\inftrees.js","12500","","2026-04-10T07:52:48.6725530Z",""
"SOURCE_ONLY","docxwork\node_modules\pako\lib\zlib\messages.js","1538","","2026-04-10T07:52:48.6761343Z",""
"SOURCE_ONLY","docxwork\node_modules\pako\lib\zlib\README","2180","","2026-04-10T07:52:48.6112559Z",""
"SOURCE_ONLY","docxwork\node_modules\pako\lib\zlib\trees.js","39879","","2026-04-10T07:52:48.7100017Z",""
"SOURCE_ONLY","docxwork\node_modules\pako\lib\zlib\zstream.js","1811","","2026-04-10T07:52:48.7121062Z",""
"SOURCE_ONLY","docxwork\node_modules\pako\LICENSE","1104","","2026-04-10T07:52:48.6015652Z",""
"SOURCE_ONLY","docxwork\node_modules\pako\package.json","1026","","2026-04-10T07:52:48.7131073Z",""
"SOURCE_ONLY","docxwork\node_modules\pako\README.md","6066","","2026-04-10T07:52:48.7151062Z",""
"SOURCE_ONLY","docxwork\node_modules\process-nextick-args\index.js","1083","","2026-04-10T07:52:48.6059837Z",""
"SOURCE_ONLY","docxwork\node_modules\process-nextick-args\license.md","1064","","2026-04-10T07:52:48.6125237Z",""
"SOURCE_ONLY","docxwork\node_modules\process-nextick-args\package.json","578","","2026-04-10T07:52:48.5992213Z",""
"SOURCE_ONLY","docxwork\node_modules\process-nextick-args\readme.md","450","","2026-04-10T07:52:48.6187144Z",""
"SOURCE_ONLY","docxwork\node_modules\readable-stream\.travis.yml","991","","2026-04-10T07:52:48.6844216Z",""
"SOURCE_ONLY","docxwork\node_modules\readable-stream\CONTRIBUTING.md","1443","","2026-04-10T07:52:48.6785075Z",""
"SOURCE_ONLY","docxwork\node_modules\readable-stream\doc\wg-meetings\2015-01-30.md","2280","","2026-04-10T07:52:48.6761343Z",""
"SOURCE_ONLY","docxwork\node_modules\readable-stream\duplex-browser.js","53","","2026-04-10T07:52:48.6518909Z",""
"SOURCE_ONLY","docxwork\node_modules\readable-stream\duplex.js","46","","2026-04-10T07:52:48.6532127Z",""
"SOURCE_ONLY","docxwork\node_modules\readable-stream\GOVERNANCE.md","5550","","2026-04-10T07:52:48.6808300Z",""
"SOURCE_ONLY","docxwork\node_modules\readable-stream\lib\_stream_duplex.js","4015","","2026-04-10T07:52:48.6085384Z",""
"SOURCE_ONLY","docxwork\node_modules\readable-stream\lib\_stream_passthrough.js","1753","","2026-04-10T07:52:48.6177097Z",""
"SOURCE_ONLY","docxwork\node_modules\readable-stream\lib\_stream_readable.js","31426","","2026-04-10T07:52:48.6270549Z",""
"SOURCE_ONLY","docxwork\node_modules\readable-stream\lib\_stream_transform.js","7742","","2026-04-10T07:52:48.6332283Z",""
"SOURCE_ONLY","docxwork\node_modules\readable-stream\lib\_stream_writable.js","20335","","2026-04-10T07:52:48.6375043Z",""
"SOURCE_ONLY","docxwork\node_modules\readable-stream\lib\internal\streams\BufferList.js","2009","","2026-04-10T07:52:48.6436018Z",""
"SOURCE_ONLY","docxwork\node_modules\readable-stream\lib\internal\streams\destroy.js","2175","","2026-04-10T07:52:48.6500264Z",""
"SOURCE_ONLY","docxwork\node_modules\readable-stream\lib\internal\streams\stream-browser.js","49","","2026-04-10T07:52:48.6623027Z",""
"SOURCE_ONLY","docxwork\node_modules\readable-stream\lib\internal\streams\stream.js","36","","2026-04-10T07:52:48.6657461Z",""
"SOURCE_ONLY","docxwork\node_modules\readable-stream\LICENSE","2337","","2026-04-10T07:52:48.6005233Z",""
"SOURCE_ONLY","docxwork\node_modules\readable-stream\package.json","1370","","2026-04-10T07:52:48.6725530Z",""
"SOURCE_ONLY","docxwork\node_modules\readable-stream\passthrough.js","51","","2026-04-10T07:52:48.6553293Z",""
"SOURCE_ONLY","docxwork\node_modules\readable-stream\readable-browser.js","351","","2026-04-10T07:52:48.6573975Z",""
"SOURCE_ONLY","docxwork\node_modules\readable-stream\readable.js","771","","2026-04-10T07:52:48.6588174Z",""
"SOURCE_ONLY","docxwork\node_modules\readable-stream\README.md","2999","","2026-04-10T07:52:48.6818404Z",""
"SOURCE_ONLY","docxwork\node_modules\readable-stream\transform.js","49","","2026-04-10T07:52:48.6667573Z",""
"SOURCE_ONLY","docxwork\node_modules\readable-stream\writable-browser.js","55","","2026-04-10T07:52:48.6693516Z",""
"SOURCE_ONLY","docxwork\node_modules\readable-stream\writable.js","229","","2026-04-10T07:52:48.6713722Z",""
"SOURCE_ONLY","docxwork\node_modules\safe-buffer\index.d.ts","8738","","2026-04-10T07:52:48.6059837Z",""
"SOURCE_ONLY","docxwork\node_modules\safe-buffer\index.js","1529","","2026-04-10T07:52:48.6112559Z",""
"SOURCE_ONLY","docxwork\node_modules\safe-buffer\LICENSE","1081","","2026-04-10T07:52:48.6187144Z",""
"SOURCE_ONLY","docxwork\node_modules\safe-buffer\package.json","783","","2026-04-10T07:52:48.5992213Z",""
"SOURCE_ONLY","docxwork\node_modules\safe-buffer\README.md","19555","","2026-04-10T07:52:48.6260455Z",""
"SOURCE_ONLY","docxwork\node_modules\sax\lib\sax.js","50146","","2026-04-10T07:52:48.6071322Z",""
"SOURCE_ONLY","docxwork\node_modules\sax\LICENSE.md","1552","","2026-04-10T07:52:48.6197132Z",""
"SOURCE_ONLY","docxwork\node_modules\sax\package.json","789","","2026-04-10T07:52:48.6125237Z",""
"SOURCE_ONLY","docxwork\node_modules\sax\README.md","8519","","2026-04-10T07:52:48.6243446Z",""
"SOURCE_ONLY","docxwork\node_modules\setimmediate\LICENSE.txt","1103","","2026-04-10T07:52:48.6125237Z",""
"SOURCE_ONLY","docxwork\node_modules\setimmediate\package.json","980","","2026-04-10T07:52:48.6015652Z",""
"SOURCE_ONLY","docxwork\node_modules\setimmediate\setImmediate.js","6475","","2026-04-10T07:52:48.6071322Z",""
"SOURCE_ONLY","docxwork\node_modules\string_decoder\.travis.yml","899","","2026-04-10T07:52:48.6059837Z",""
"SOURCE_ONLY","docxwork\node_modules\string_decoder\lib\string_decoder.js","9465","","2026-04-10T07:52:48.6260455Z",""
"SOURCE_ONLY","docxwork\node_modules\string_decoder\LICENSE","2338","","2026-04-10T07:52:48.6112559Z",""
"SOURCE_ONLY","docxwork\node_modules\string_decoder\package.json","795","","2026-04-10T07:52:48.5992213Z",""
"SOURCE_ONLY","docxwork\node_modules\string_decoder\README.md","1801","","2026-04-10T07:52:48.6187144Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\agent.d.ts","1167","","2026-04-10T07:52:48.6197132Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\api.d.ts","1609","","2026-04-10T07:52:48.6243446Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\balanced-pool.d.ts","1019","","2026-04-10T07:52:48.6280836Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\cache-interceptor.d.ts","4362","","2026-04-10T07:52:48.6322169Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\cache.d.ts","1251","","2026-04-10T07:52:48.6342285Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\client-stats.d.ts","456","","2026-04-10T07:52:48.6363063Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\client.d.ts","5378","","2026-04-10T07:52:48.6388265Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\connector.d.ts","1039","","2026-04-10T07:52:48.6422946Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\content-type.d.ts","561","","2026-04-10T07:52:48.6446132Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\cookies.d.ts","696","","2026-04-10T07:52:48.6468209Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\diagnostics-channel.d.ts","1776","","2026-04-10T07:52:48.6510370Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\dispatcher.d.ts","15606","","2026-04-10T07:52:48.6532127Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\env-http-proxy-agent.d.ts","732","","2026-04-10T07:52:48.6553293Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\errors.d.ts","4439","","2026-04-10T07:52:48.6573975Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\eventsource.d.ts","1794","","2026-04-10T07:52:48.6588174Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\fetch.d.ts","5667","","2026-04-10T07:52:48.6612888Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\formdata.d.ts","5009","","2026-04-10T07:52:48.6623027Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\global-dispatcher.d.ts","275","","2026-04-10T07:52:48.6642980Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\global-origin.d.ts","176","","2026-04-10T07:52:48.6657461Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\h2c-client.d.ts","3706","","2026-04-10T07:52:48.6667573Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\handlers.d.ts","451","","2026-04-10T07:52:48.6693516Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\header.d.ts","3336","","2026-04-10T07:52:48.6713722Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\index.d.ts","4356","","2026-04-10T07:52:48.6739770Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\interceptors.d.ts","3301","","2026-04-10T07:52:48.6761343Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\LICENSE","1090","","2026-04-10T07:52:48.6015652Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\mock-agent.d.ts","3448","","2026-04-10T07:52:48.6785075Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\mock-call-history.d.ts","5558","","2026-04-10T07:52:48.6808300Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\mock-client.d.ts","1065","","2026-04-10T07:52:48.6829297Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\mock-errors.d.ts","336","","2026-04-10T07:52:48.6854332Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\mock-interceptor.d.ts","3931","","2026-04-10T07:52:48.6866024Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\mock-pool.d.ts","1037","","2026-04-10T07:52:48.6876154Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\package.json","1193","","2026-04-10T07:52:48.6071322Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\patch.d.ts","599","","2026-04-10T07:52:48.6903572Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\pool-stats.d.ts","663","","2026-04-10T07:52:48.6924428Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\pool.d.ts","1490","","2026-04-10T07:52:48.6934420Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\proxy-agent.d.ts","806","","2026-04-10T07:52:48.6946457Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\readable.d.ts","1910","","2026-04-10T07:52:48.6969484Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\README.md","455","","2026-04-10T07:52:48.6125237Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\retry-agent.d.ts","233","","2026-04-10T07:52:48.6979591Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\retry-handler.d.ts","3262","","2026-04-10T07:52:48.6991748Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\round-robin-pool.d.ts","1590","","2026-04-10T07:52:48.7006098Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\snapshot-agent.d.ts","3048","","2026-04-10T07:52:48.7027747Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\util.d.ts","623","","2026-04-10T07:52:48.7027747Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\utility.d.ts","245","","2026-04-10T07:52:48.7052739Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\webidl.d.ts","8725","","2026-04-10T07:52:48.7065313Z",""
"SOURCE_ONLY","docxwork\node_modules\undici-types\websocket.d.ts","4657","","2026-04-10T07:52:48.7079928Z",""
"SOURCE_ONLY","docxwork\node_modules\util-deprecate\browser.js","1614","","2026-04-10T07:52:48.6187144Z",""
"SOURCE_ONLY","docxwork\node_modules\util-deprecate\History.md","282","","2026-04-10T07:52:48.6280836Z",""
"SOURCE_ONLY","docxwork\node_modules\util-deprecate\LICENSE","1102","","2026-04-10T07:52:48.6112559Z",""
"SOURCE_ONLY","docxwork\node_modules\util-deprecate\node.js","123","","2026-04-10T07:52:48.6233276Z",""
"SOURCE_ONLY","docxwork\node_modules\util-deprecate\package.json","694","","2026-04-10T07:52:48.5992213Z",""
"SOURCE_ONLY","docxwork\node_modules\util-deprecate\README.md","1666","","2026-04-10T07:52:48.6059837Z",""
"SOURCE_ONLY","docxwork\node_modules\xml-js\bin\cli-helper.js","1807","","2026-04-10T07:52:48.6332283Z",""
"SOURCE_ONLY","docxwork\node_modules\xml-js\bin\cli.js","5360","","2026-04-10T07:52:48.8246660Z",""
"SOURCE_ONLY","docxwork\node_modules\xml-js\bin\test.json","536","","2026-04-10T07:52:48.6398401Z",""
"SOURCE_ONLY","docxwork\node_modules\xml-js\bin\test.xml","34","","2026-04-10T07:52:48.6446132Z",""
"SOURCE_ONLY","docxwork\node_modules\xml-js\dist\xml-js.js","249255","","2026-04-10T07:52:48.6573975Z",""
"SOURCE_ONLY","docxwork\node_modules\xml-js\dist\xml-js.min.js","92892","","2026-04-10T07:52:48.6632977Z",""
"SOURCE_ONLY","docxwork\node_modules\xml-js\index.js","36","","2026-04-10T07:52:48.6085384Z",""
"SOURCE_ONLY","docxwork\node_modules\xml-js\lib\array-helper.js","253","","2026-04-10T07:52:48.6657461Z",""
"SOURCE_ONLY","docxwork\node_modules\xml-js\lib\index.js","282","","2026-04-10T07:52:48.6682376Z",""
"SOURCE_ONLY","docxwork\node_modules\xml-js\lib\js2xml.js","13321","","2026-04-10T07:52:48.6725530Z",""
"SOURCE_ONLY","docxwork\node_modules\xml-js\lib\json2xml.js","399","","2026-04-10T07:52:48.6751222Z",""
"SOURCE_ONLY","docxwork\node_modules\xml-js\lib\options-helper.js","1161","","2026-04-10T07:52:48.6772955Z",""
"SOURCE_ONLY","docxwork\node_modules\xml-js\lib\xml2js.js","11945","","2026-04-10T07:52:48.6796256Z",""
"SOURCE_ONLY","docxwork\node_modules\xml-js\lib\xml2json.js","852","","2026-04-10T07:52:48.6829297Z",""
"SOURCE_ONLY","docxwork\node_modules\xml-js\LICENSE","1108","","2026-04-10T07:52:48.6138181Z",""
"SOURCE_ONLY","docxwork\node_modules\xml-js\package.json","4604","","2026-04-10T07:52:48.6029748Z",""
"SOURCE_ONLY","docxwork\node_modules\xml-js\README.md","28321","","2026-04-10T07:52:48.6243446Z",""
"SOURCE_ONLY","docxwork\node_modules\xml-js\types\index.d.ts","4617","","2026-04-10T07:52:48.6854332Z",""
"SOURCE_ONLY","docxwork\node_modules\xml-js\types\tsconfig.json","254","","2026-04-10T07:52:48.6876154Z",""
"SOURCE_ONLY","docxwork\node_modules\xml-js\types\typings.json","49","","2026-04-10T07:52:48.6903572Z",""
"SOURCE_ONLY","docxwork\node_modules\xml-js\types\xml-js-tests.ts","2811","","2026-04-10T07:52:48.6934420Z",""
"SOURCE_ONLY","docxwork\node_modules\xml-js\webpack.config.js","653","","2026-04-10T07:52:48.6295769Z",""
"SOURCE_ONLY","docxwork\node_modules\xml\.npmignore","18","","2026-04-10T07:52:48.6071322Z",""
"SOURCE_ONLY","docxwork\node_modules\xml\.travis.yml","86","","2026-04-10T07:52:48.6422946Z",""
"SOURCE_ONLY","docxwork\node_modules\xml\examples\examples.js","2753","","2026-04-10T07:52:48.6208192Z",""
"SOURCE_ONLY","docxwork\node_modules\xml\examples\server.js","706","","2026-04-10T07:52:48.6280836Z",""
"SOURCE_ONLY","docxwork\node_modules\xml\lib\escapeForXML.js","358","","2026-04-10T07:52:48.6322169Z",""
"SOURCE_ONLY","docxwork\node_modules\xml\lib\xml.js","7208","","2026-04-10T07:52:48.6375043Z",""
"SOURCE_ONLY","docxwork\node_modules\xml\LICENSE","1099","","2026-04-10T07:52:48.6125237Z",""
"SOURCE_ONLY","docxwork\node_modules\xml\package.json","960","","2026-04-10T07:52:48.6015652Z",""
"SOURCE_ONLY","docxwork\node_modules\xml\readme.md","4806","","2026-04-10T07:52:48.6398401Z",""
"SOURCE_ONLY","docxwork\node_modules\xml\test\xml.test.js","5406","","2026-04-10T07:52:48.6468209Z",""
"SOURCE_ONLY","docxwork\package-lock.json","8008","","2026-04-10T07:52:48.8341459Z",""
"SOURCE_ONLY","docxwork\package.json","336","","2026-04-12T06:55:24.5343538Z",""
"SOURCE_ONLY","docxwork\public\app.js","3013","","2026-04-12T06:55:11.5288807Z",""
"SOURCE_ONLY","docxwork\public\index.html","1504","","2026-04-12T06:55:11.5278852Z",""
"SOURCE_ONLY","docxwork\public\styles.css","1463","","2026-04-12T06:55:11.5278852Z",""
"SOURCE_ONLY","docxwork\server.js","1818","","2026-04-12T08:04:50.6680594Z",""
"SOURCE_ONLY","docxwork\src\snake-game.js","4272","","2026-04-12T06:55:11.5268815Z",""
"SOURCE_ONLY","docxwork\test\snake-game.test.js","2896","","2026-04-12T06:55:11.5298806Z",""
"SOURCE_ONLY","euro os stuff.pdf","1059520","","2026-04-11T11:41:54.1606718Z",""
"SOURCE_ONLY","Euro OS TOS Improvements.zip","12537","","2026-04-11T11:49:18.5661046Z",""
"SOURCE_ONLY","Euro OS TOS stuff.zip","16868","","2026-04-11T11:42:19.8739751Z",""
"SOURCE_ONLY","Euro TOS improvements.pdf","1033203","","2026-04-11T11:48:46.9320307Z",""
"SIZE_DIFF","euru_asian_scan.py","21955","21503","2026-04-15T21:55:02.3523875Z","2026-04-25T10:19:05.3077124Z"
"SIZE_DIFF","euru_git_sync.py","1211","1690","2026-04-15T21:51:10.7038465Z","2026-04-25T10:21:02.3555315Z"
"SIZE_DIFF","euru_github_sync.ps1","594","815","2026-04-13T22:14:45.2638833Z","2026-04-25T10:21:02.3555315Z"
"SOURCE_ONLY","EURU_HANDOFF_FUNDACAO_SOLIDA_2026-04-13.md","8933","","2026-04-13T07:16:30.4458562Z",""
"SIZE_DIFF","euru_morning_scan.py","28948","28305","2026-04-16T19:31:35.5944319Z","2026-04-25T10:19:05.3067134Z"
"SOURCE_ONLY","EURU_SESSION_HANDOFF_2026-04-11.md","5979","","2026-04-11T12:40:47.7866716Z",""
"SOURCE_ONLY","EURU_SESSION_HANDOFF_2026-04-12_v2.md","6135","","2026-04-12T22:35:28.9413271Z",""
"SOURCE_ONLY","EURU_SETUP_TREND_CONTINUATION_OFFICIAL_v1.0.md","5838","","2026-04-12T21:48:25.4650167Z",""
"SOURCE_ONLY","EURU_SETUP_TREND_CONTINUATION.pdf","1021216","","2026-04-12T21:48:02.3724616Z",""
"SOURCE_ONLY","EURU_SNAPSHOT_2026-04-25_1.txt","41346","","2026-04-25T09:33:25.0477711Z",""
"SOURCE_ONLY","Euru_TOS_ALL_AGENTS_OFFICIAL_2026-04-12.zip","13693952","","2026-04-12T22:23:50.4427463Z",""
